sku_id,product_id,sku_name,color,specification,market_price,sale_price,cost_price,barcode,sku_status
SKU0000052,P000026,标准款-升级版,曜石黑,大号,1336.77,1067.37,644.72,6900000000052,active
SKU0000053,P000027,活力橙-基础版,曜石黑,大号,1813.51,1456.82,718.35,6900000000053,active
SKU0000054,P000027,星空蓝-基础版,云朵白,大号,1745.3,1251.83,671.46,6900000000054,active
SKU0000055,P000028,曜石黑-小号,活力橙,小号,3107.16,2269.47,1107.39,6900000000055,active
SKU0000056,P000028,云朵白-基础版,曜石黑,基础版,2851.8,2453.3,1189.96,6900000000056,active
SKU0000057,P000029,活力橙-旗舰版,云朵白,中号,335.83,213.05,145.82,6900000000057,active
SKU0000058,P000029,暖杏色-中号,标准款,中号,323.23,252.74,143.04,6900000000058,active
SKU0000059,P000030,活力橙-大号,星空蓝,大号,1231.13,1200.9,897.04,6900000000059,active
SKU0000060,P000030,曜石黑-升级版,云朵白,小号,1465.19,1190.55,649.76,6900000000060,active
SKU0000061,P000031,星空蓝-旗舰版,星空蓝,大号,4391.62,2863.08,1598.22,6900000000061,active
SKU0000062,P000031,标准款-大号,暖杏色,中号,3907.83,2969.25,1927.94,6900000000062,active
SKU0000063,P000032,活力橙-基础版,暖杏色,升级版,2660.26,2467.37,1492.01,6900000000063,active
SKU0000064,P000032,曜石黑-小号,云朵白,基础版,2755.3,2351.09,1757.59,6900000000064,inactive
SKU0000065,P000033,曜石黑-大号,曜石黑,中号,448.28,394.37,208.91,6900000000065,active
SKU0000066,P000033,曜石黑-旗舰版,标准款,中号,458.51,398.11,302.02,6900000000066,active
SKU0000067,P000034,活力橙-旗舰版,曜石黑,小号,2456.62,2031.4,1347.43,6900000000067,active
SKU0000068,P000034,暖杏色-升级版,曜石黑,小号,2782.5,1820.32,1099.12,6900000000068,active
SKU0000069,P000035,星空蓝-大号,活力橙,升级版,3242.66,2937.86,1793.81,6900000000069,active
SKU0000070,P000035,曜石黑-旗舰版,暖杏色,中号,3695.43,2399.9,1279.89,6900000000070,active
SKU0000071,P000036,标准款-小号,活力橙,旗舰版,3850.51,2526.75,1722.43,6900000000071,active
SKU0000072,P000036,标准款-中号,曜石黑,大号,3362.29,3131.98,1952.89,6900000000072,active
SKU0000073,P000037,活力橙-小号,星空蓝,中号,55.16,52.22,35.67,6900000000073,active
SKU0000074,P000037,暖杏色-旗舰版,曜石黑,大号,62.56,49.37,35.74,6900000000074,active
SKU0000075,P000038,暖杏色-基础版,标准款,基础版,3836.22,2400.05,1589.32,6900000000075,active
SKU0000076,P000038,暖杏色-旗舰版,曜石黑,中号,3769.06,2865.11,2167.3,6900000000076,active
SKU0000077,P000039,星空蓝-升级版,标准款,升级版,506.55,447.62,230.18,6900000000077,active
SKU0000078,P000039,标准款-旗舰版,暖杏色,小号,583.42,457.33,270.5,6900000000078,active
SKU0000079,P000040,暖杏色-旗舰版,星空蓝,升级版,1333.85,886.34,598.83,6900000000079,active
SKU0000080,P000040,暖杏色-大号,暖杏色,基础版,1194.12,1027.88,589.54,6900000000080,active
SKU0000081,P000041,曜石黑-小号,标准款,中号,4250.14,2659.98,1539.31,6900000000081,active
SKU0000082,P000041,暖杏色-基础版,曜石黑,基础版,4292.06,3278.21,2188.68,6900000000082,active
SKU0000083,P000042,星空蓝-旗舰版,活力橙,升级版,214.29,159.1,90.41,6900000000083,active
SKU0000084,P000042,云朵白-中号,暖杏色,基础版,211.15,167.92,93.78,6900000000084,active
SKU0000085,P000043,曜石黑-小号,暖杏色,大号,2388.92,2253.68,1469.33,6900000000085,active
SKU0000086,P000043,云朵白-基础版,标准款,小号,2424.7,1974.63,1278.46,6900000000086,active
SKU0000087,P000044,标准款-小号,暖杏色,中号,4465.63,3079.9,1522.73,6900000000087,active
SKU0000088,P000044,标准款-小号,暖杏色,基础版,4325.11,2900.0,1664.62,6900000000088,active
SKU0000089,P000045,云朵白-小号,标准款,基础版,986.89,655.5,392.37,6900000000089,active
SKU0000090,P000045,活力橙-旗舰版,云朵白,大号,845.62,782.14,562.02,6900000000090,active
SKU0000091,P000046,云朵白-升级版,曜石黑,基础版,3167.0,2314.1,1651.48,6900000000091,active
SKU0000092,P000046,曜石黑-升级版,星空蓝,小号,3404.27,2172.92,1307.78,6900000000092,active
SKU0000093,P000047,活力橙-大号,曜石黑,大号,2422.03,1926.7,1062.97,6900000000093,active
SKU0000094,P000047,云朵白-大号,云朵白,小号,2446.92,2043.26,1182.99,6900000000094,active
SKU0000095,P000048,星空蓝-升级版,标准款,中号,239.79,173.59,132.38,6900000000095,active
SKU0000096,P000048,星空蓝-旗舰版,云朵白,中号,201.9,175.64,88.82,6900000000096,active
SKU0000097,P000049,云朵白-旗舰版,曜石黑,旗舰版,1799.28,1459.82,821.14,6900000000097,active
SKU0000098,P000049,暖杏色-大号,标准款,中号,1896.35,1316.89,838.27,6900000000098,active
SKU0000099,P000050,星空蓝-中号,曜石黑,基础版,2173.81,1937.43,1438.89,6900000000099,active
SKU0000100,P000050,曜石黑-基础版,活力橙,大号,2761.92,2016.53,1553.94,6900000000100,active
SKU0000101,P000051,星空蓝-大号,星空蓝,基础版,3350.55,2555.32,1658.34,6900000000101,active
SKU0000102,P000051,暖杏色-升级版,暖杏色,基础版,3626.5,2859.03,2203.45,6900000000102,active
SKU0000103,P000052,活力橙-升级版,曜石黑,升级版,4066.16,2906.3,1593.45,6900000000103,active
SKU0000104,P000052,暖杏色-旗舰版,星空蓝,基础版,3635.13,3060.95,1875.29,6900000000104,active
SKU0000105,P000053,云朵白-大号,暖杏色,中号,3037.05,2515.22,1575.36,6900000000105,active
SKU0000106,P000053,曜石黑-中号,活力橙,中号,3102.13,2229.62,1130.5,6900000000106,active
SKU0000107,P000054,活力橙-旗舰版,星空蓝,大号,2042.31,1578.67,801.03,6900000000107,active
SKU0000108,P000054,曜石黑-基础版,标准款,中号,1879.7,1672.89,877.5,6900000000108,active
SKU0000109,P000055,星空蓝-旗舰版,曜石黑,小号,2447.94,1770.18,1090.39,6900000000109,active
SKU0000110,P000055,星空蓝-小号,星空蓝,旗舰版,2316.87,1823.96,1224.18,6900000000110,active
SKU0000111,P000056,曜石黑-大号,活力橙,升级版,2147.75,1533.27,768.98,6900000000111,active
SKU0000112,P000056,暖杏色-中号,暖杏色,旗舰版,1745.57,1737.13,896.11,6900000000112,active
SKU0000113,P000057,标准款-大号,标准款,旗舰版,548.01,413.36,276.83,6900000000113,active
SKU0000114,P000057,星空蓝-升级版,活力橙,旗舰版,539.55,411.65,198.25,6900000000114,active
SKU0000115,P000058,活力橙-中号,曜石黑,小号,1762.51,1122.07,629.99,6900000000115,active
SKU0000116,P000058,标准款-旗舰版,云朵白,中号,1606.27,1407.11,832.14,6900000000116,active
SKU0000117,P000059,活力橙-大号,曜石黑,旗舰版,1951.53,1366.93,702.19,6900000000117,active
SKU0000118,P000059,暖杏色-升级版,星空蓝,大号,1680.55,1309.75,882.73,6900000000118,active
SKU0000119,P000060,曜石黑-小号,云朵白,基础版,4326.78,2937.41,1555.06,6900000000119,active
SKU0000120,P000060,标准款-中号,暖杏色,旗舰版,3709.09,2952.02,2123.26,6900000000120,inactive
SKU0000121,P000061,星空蓝-小号,活力橙,基础版,3466.58,2776.48,1750.16,6900000000121,active
SKU0000122,P000061,标准款-大号,暖杏色,大号,3673.91,3123.43,1673.98,6900000000122,active
SKU0000123,P000062,云朵白-中号,暖杏色,小号,4075.16,2885.93,1607.82,6900000000123,active
SKU0000124,P000062,云朵白-旗舰版,活力橙,基础版,3992.4,3230.97,1686.11,6900000000124,active
SKU0000125,P000063,云朵白-大号,曜石黑,小号,1085.5,951.22,698.25,6900000000125,active
SKU0000126,P000063,活力橙-大号,曜石黑,旗舰版,1289.69,909.34,659.01,6900000000126,active
SKU0000127,P000064,暖杏色-旗舰版,暖杏色,中号,4064.09,3345.83,2069.21,6900000000127,active
SKU0000128,P000064,曜石黑-中号,曜石黑,大号,4515.04,3460.63,2166.96,6900000000128,active
SKU0000129,P000065,云朵白-旗舰版,星空蓝,升级版,3077.58,2214.08,1239.58,6900000000129,active
SKU0000130,P000065,曜石黑-旗舰版,活力橙,中号,2623.22,2281.55,1241.61,6900000000130,active
SKU0000131,P000066,星空蓝-小号,星空蓝,小号,845.41,640.84,363.42,6900000000131,active
SKU0000132,P000066,活力橙-大号,暖杏色,升级版,967.91,809.48,490.12,6900000000132,active
SKU0000133,P000067,暖杏色-旗舰版,云朵白,旗舰版,3891.4,2952.19,2195.35,6900000000133,active
SKU0000134,P000067,活力橙-小号,曜石黑,基础版,3541.12,2469.32,1561.5,6900000000134,active
SKU0000135,P000068,星空蓝-中号,星空蓝,小号,964.51,711.14,377.32,6900000000135,active
SKU0000136,P000068,暖杏色-中号,活力橙,大号,947.18,747.95,500.25,6900000000136,active
SKU0000137,P000069,暖杏色-基础版,暖杏色,升级版,3477.73,2630.96,1646.15,6900000000137,active
SKU0000138,P000069,云朵白-中号,曜石黑,升级版,3726.89,2556.5,1620.61,6900000000138,active
SKU0000139,P000070,活力橙-旗舰版,标准款,旗舰版,3117.36,2584.37,1355.75,6900000000139,active
SKU0000140,P000070,标准款-旗舰版,活力橙,小号,2744.11,2155.38,1461.38,6900000000140,active
SKU0000141,P000071,标准款-大号,暖杏色,旗舰版,3241.05,2451.18,1788.52,6900000000141,active
SKU0000142,P000071,标准款-大号,标准款,中号,3140.73,2683.55,1748.55,6900000000142,active
SKU0000143,P000072,暖杏色-中号,暖杏色,旗舰版,2910.73,2341.75,1592.41,6900000000143,active
SKU0000144,P000072,曜石黑-基础版,暖杏色,升级版,2899.06,2362.52,1414.98,6900000000144,active
SKU0000145,P000073,曜石黑-基础版,标准款,小号,1063.77,819.42,599.86,6900000000145,active
SKU0000146,P000073,标准款-基础版,星空蓝,旗舰版,1029.31,948.25,469.77,6900000000146,active
SKU0000147,P000074,星空蓝-旗舰版,标准款,升级版,259.0,197.91,115.86,6900000000147,active
SKU0000148,P000074,标准款-小号,星空蓝,大号,267.47,170.81,112.72,6900000000148,active
SKU0000149,P000075,星空蓝-大号,暖杏色,旗舰版,1403.44,1035.33,702.74,6900000000149,inactive
SKU0000150,P000075,活力橙-升级版,活力橙,旗舰版,1402.93,900.15,637.16,6900000000150,active
SKU0000151,P000076,星空蓝-基础版,曜石黑,大号,2909.11,2102.74,1571.41,6900000000151,inactive
SKU0000152,P000076,星空蓝-升级版,暖杏色,大号,2756.3,1986.34,1254.45,6900000000152,active
SKU0000153,P000077,星空蓝-小号,活力橙,基础版,3417.25,2732.81,1317.53,6900000000153,active
SKU0000154,P000077,曜石黑-小号,星空蓝,小号,3268.44,2724.38,1941.72,6900000000154,active
SKU0000155,P000078,云朵白-基础版,活力橙,基础版,1389.84,1129.14,853.15,6900000000155,active
SKU0000156,P000078,活力橙-基础版,活力橙,中号,1188.43,1123.01,731.26,6900000000156,active
SKU0000157,P000079,暖杏色-大号,曜石黑,旗舰版,4006.46,2822.39,1449.05,6900000000157,active
SKU0000158,P000079,暖杏色-旗舰版,曜石黑,中号,3948.68,2879.49,2171.51,6900000000158,active
SKU0000159,P000080,暖杏色-中号,曜石黑,旗舰版,3342.35,2647.32,1737.18,6900000000159,active
SKU0000160,P000080,云朵白-大号,标准款,大号,3900.83,2806.33,1957.31,6900000000160,active
SKU0000161,P000081,暖杏色-小号,标准款,小号,119.03,92.29,56.15,6900000000161,active
SKU0000162,P000081,星空蓝-旗舰版,活力橙,旗舰版,129.52,100.3,70.97,6900000000162,active
SKU0000163,P000082,星空蓝-小号,星空蓝,旗舰版,3422.04,2782.8,1339.9,6900000000163,active
SKU0000164,P000082,星空蓝-小号,暖杏色,升级版,3385.83,2677.51,1548.93,6900000000164,active
SKU0000165,P000083,曜石黑-旗舰版,星空蓝,大号,1873.19,1344.17,1028.4,6900000000165,active
SKU0000166,P000083,标准款-大号,星空蓝,中号,1739.64,1455.5,910.09,6900000000166,active
SKU0000167,P000084,云朵白-旗舰版,标准款,升级版,3939.29,2819.42,1382.49,6900000000167,inactive
SKU0000168,P000084,云朵白-中号,标准款,旗舰版,3318.08,2785.24,2016.13,6900000000168,active
SKU0000169,P000085,暖杏色-小号,云朵白,中号,2955.91,2024.15,1078.98,6900000000169,active
SKU0000170,P000085,暖杏色-基础版,曜石黑,升级版,3166.19,2397.01,1648.68,6900000000170,active
SKU0000171,P000086,活力橙-大号,云朵白,小号,760.78,536.7,373.84,6900000000171,active
SKU0000172,P000086,标准款-中号,星空蓝,基础版,780.21,528.19,365.75,6900000000172,active
SKU0000173,P000087,暖杏色-大号,曜石黑,基础版,2900.87,2392.72,1612.1,6900000000173,active
SKU0000174,P000087,曜石黑-旗舰版,活力橙,大号,2929.75,2660.27,1324.18,6900000000174,active
SKU0000175,P000088,星空蓝-大号,星空蓝,基础版,3219.9,2705.62,1437.55,6900000000175,active
SKU0000176,P000088,活力橙-升级版,云朵白,小号,3393.11,2744.68,1501.51,6900000000176,active
SKU0000177,P000089,活力橙-旗舰版,曜石黑,小号,2288.27,1759.46,889.41,6900000000177,active
SKU0000178,P000089,活力橙-中号,暖杏色,中号,2429.27,2019.62,1128.08,6900000000178,active
SKU0000179,P000090,活力橙-中号,标准款,旗舰版,1696.42,1178.92,761.88,6900000000179,active
SKU0000180,P000090,暖杏色-大号,云朵白,升级版,1546.58,1304.08,730.42,6900000000180,active
SKU0000181,P000091,活力橙-小号,曜石黑,大号,3753.77,3079.51,2061.9,6900000000181,active
SKU0000182,P000091,云朵白-升级版,云朵白,旗舰版,3804.73,2573.69,1282.37,6900000000182,active
SKU0000183,P000092,标准款-旗舰版,星空蓝,小号,2979.26,2759.86,1715.82,6900000000183,active
SKU0000184,P000092,活力橙-旗舰版,标准款,旗舰版,3132.11,2687.41,1419.49,6900000000184,inactive
SKU0000185,P000093,曜石黑-升级版,标准款,大号,317.58,215.78,145.59,6900000000185,active
SKU0000186,P000093,云朵白-中号,标准款,升级版,301.98,257.87,152.66,6900000000186,active
SKU0000187,P000094,曜石黑-中号,暖杏色,中号,689.77,563.77,314.28,6900000000187,active
SKU0000188,P000094,曜石黑-小号,云朵白,基础版,663.64,620.03,405.39,6900000000188,active
SKU0000189,P000095,活力橙-旗舰版,活力橙,小号,2242.15,1877.22,1061.47,6900000000189,active
SKU0000190,P000095,暖杏色-中号,星空蓝,中号,2581.9,1762.09,985.4,6900000000190,active
SKU0000191,P000096,云朵白-中号,暖杏色,小号,1475.59,927.12,697.21,6900000000191,active
SKU0000192,P000096,暖杏色-升级版,云朵白,中号,1233.23,927.23,541.61,6900000000192,active
SKU0000193,P000097,暖杏色-中号,云朵白,大号,736.41,631.82,363.83,6900000000193,active
SKU0000194,P000097,标准款-大号,活力橙,大号,869.21,641.76,457.02,6900000000194,active
SKU0000195,P000098,暖杏色-升级版,星空蓝,旗舰版,831.87,577.11,410.76,6900000000195,active
SKU0000196,P000098,暖杏色-中号,标准款,基础版,770.98,634.94,472.89,6900000000196,active
SKU0000197,P000099,星空蓝-中号,活力橙,中号,1522.4,1068.34,815.34,6900000000197,active
SKU0000198,P000099,曜石黑-基础版,标准款,基础版,1400.86,1127.57,691.03,6900000000198,active
SKU0000199,P000100,云朵白-旗舰版,标准款,升级版,1814.81,1500.52,1113.4,6900000000199,active
SKU0000200,P000100,星空蓝-基础版,标准款,中号,1872.18,1523.56,1113.76,6900000000200,inactive
SKU0000201,P000101,活力橙-中号,标准款,旗舰版,3742.58,2859.56,1601.82,6900000000201,active
SKU0000202,P000101,活力橙-大号,云朵白,中号,3418.02,2412.22,1384.35,6900000000202,active
SKU0000203,P000102,云朵白-小号,云朵白,升级版,2627.0,1685.01,977.76,6900000000203,inactive
SKU0000204,P000102,标准款-大号,星空蓝,中号,2475.41,1819.88,1316.62,6900000000204,active
SKU0000205,P000103,云朵白-小号,标准款,小号,2429.64,2163.73,1051.31,6900000000205,active
SKU0000206,P000103,标准款-升级版,星空蓝,大号,2377.26,2177.14,1407.75,6900000000206,active
SKU0000207,P000104,标准款-基础版,曜石黑,旗舰版,2535.94,2151.62,1593.51,6900000000207,active
SKU0000208,P000104,暖杏色-基础版,活力橙,升级版,2771.32,1872.98,1165.32,6900000000208,active
SKU0000209,P000105,曜石黑-旗舰版,暖杏色,升级版,59.59,51.23,34.82,6900000000209,active
SKU0000210,P000105,暖杏色-小号,暖杏色,升级版,66.31,53.49,26.13,6900000000210,active
SKU0000211,P000106,标准款-基础版,曜石黑,升级版,4341.57,3246.35,1685.25,6900000000211,active
SKU0000212,P000106,活力橙-大号,暖杏色,旗舰版,3838.97,2902.46,2230.96,6900000000212,active
SKU0000213,P000107,曜石黑-小号,暖杏色,中号,1821.96,1767.62,1265.33,6900000000213,active
SKU0000214,P000107,暖杏色-基础版,云朵白,小号,2046.53,1503.18,814.78,6900000000214,active
SKU0000215,P000108,标准款-旗舰版,暖杏色,小号,3404.86,2279.25,1336.51,6900000000215,active
SKU0000216,P000108,标准款-小号,星空蓝,旗舰版,3292.66,2399.28,1618.62,6900000000216,active
SKU0000217,P000109,活力橙-升级版,云朵白,升级版,319.77,233.9,139.3,6900000000217,active
SKU0000218,P000109,曜石黑-升级版,曜石黑,中号,322.24,267.8,129.96,6900000000218,active
SKU0000219,P000110,暖杏色-基础版,暖杏色,中号,2360.81,1779.89,1075.4,6900000000219,active
SKU0000220,P000110,云朵白-大号,标准款,小号,2054.54,1537.12,1186.72,6900000000220,active
SKU0000221,P000111,云朵白-旗舰版,星空蓝,大号,787.14,666.67,332.39,6900000000221,active
SKU0000222,P000111,标准款-旗舰版,星空蓝,旗舰版,869.84,702.77,342.47,6900000000222,active
SKU0000223,P000112,曜石黑-旗舰版,标准款,中号,3259.98,2788.2,2128.35,6900000000223,active
SKU0000224,P000112,暖杏色-升级版,标准款,旗舰版,4129.51,3047.18,1918.55,6900000000224,active
SKU0000225,P000113,暖杏色-基础版,暖杏色,大号,2395.98,1944.56,1080.55,6900000000225,active
SKU0000226,P000113,曜石黑-中号,云朵白,旗舰版,2393.11,2156.76,1311.71,6900000000226,active
SKU0000227,P000114,暖杏色-大号,云朵白,大号,132.89,105.3,66.48,6900000000227,active
SKU0000228,P000114,活力橙-大号,云朵白,升级版,138.01,110.06,64.3,6900000000228,active
SKU0000229,P000115,云朵白-旗舰版,云朵白,升级版,2619.8,2466.6,1690.78,6900000000229,active
SKU0000230,P000115,标准款-中号,暖杏色,升级版,3248.61,2028.65,1234.24,6900000000230,active
SKU0000231,P000116,暖杏色-大号,标准款,旗舰版,3592.97,3378.01,2064.97,6900000000231,active
SKU0000232,P000116,星空蓝-大号,云朵白,旗舰版,4328.78,3446.34,1763.49,6900000000232,active
SKU0000233,P000117,标准款-小号,星空蓝,旗舰版,2060.56,1930.53,1141.4,6900000000233,active
SKU0000234,P000117,暖杏色-小号,星空蓝,中号,2070.53,1610.93,786.0,6900000000234,inactive
SKU0000235,P000118,曜石黑-中号,云朵白,基础版,3149.44,2246.25,1511.08,6900000000235,active
SKU0000236,P000118,标准款-中号,曜石黑,基础版,2995.76,2429.95,1596.15,6900000000236,active
SKU0000237,P000119,标准款-旗舰版,星空蓝,小号,3764.14,2530.82,1973.35,6900000000237,active
SKU0000238,P000119,星空蓝-升级版,曜石黑,基础版,3684.03,3175.64,1709.92,6900000000238,active
SKU0000239,P000120,标准款-中号,活力橙,升级版,2598.01,1984.38,1320.67,6900000000239,active
SKU0000240,P000120,云朵白-大号,曜石黑,旗舰版,2689.94,2124.82,1350.03,6900000000240,active
SKU0000241,P000121,标准款-基础版,曜石黑,旗舰版,1593.64,1199.42,624.07,6900000000241,active
SKU0000242,P000121,星空蓝-旗舰版,曜石黑,基础版,1744.73,1130.02,678.62,6900000000242,inactive
SKU0000243,P000122,标准款-基础版,暖杏色,旗舰版,2273.39,1512.17,1164.21,6900000000243,active
SKU0000244,P000122,曜石黑-中号,星空蓝,中号,2077.75,1795.79,1069.24,6900000000244,active
SKU0000245,P000123,活力橙-升级版,云朵白,小号,1885.01,1564.76,818.53,6900000000245,active
SKU0000246,P000123,暖杏色-小号,暖杏色,小号,1987.98,1563.99,815.84,6900000000246,inactive
SKU0000247,P000124,活力橙-中号,云朵白,中号,1206.2,906.17,629.43,6900000000247,active
SKU0000248,P000124,云朵白-基础版,星空蓝,大号,957.34,871.61,563.48,6900000000248,active
SKU0000249,P000125,标准款-大号,标准款,基础版,3404.6,2680.22,1346.88,6900000000249,active
SKU0000250,P000125,标准款-升级版,暖杏色,中号,4091.75,2997.66,2226.71,6900000000250,active
SKU0000251,P000126,星空蓝-中号,暖杏色,升级版,1375.53,1043.16,553.17,6900000000251,active
SKU0000252,P000126,活力橙-中号,曜石黑,旗舰版,1359.25,977.28,499.59,6900000000252,active
SKU0000253,P000127,云朵白-升级版,活力橙,基础版,152.7,124.02,86.18,6900000000253,active
SKU0000254,P000127,标准款-小号,暖杏色,中号,160.91,112.95,83.06,6900000000254,active
SKU0000255,P000128,星空蓝-小号,曜石黑,小号,1226.53,1048.64,809.49,6900000000255,active
SKU0000256,P000128,暖杏色-大号,活力橙,旗舰版,1394.84,966.82,483.26,6900000000256,active
SKU0000257,P000129,星空蓝-旗舰版,云朵白,小号,306.03,224.75,146.89,6900000000257,active
SKU0000258,P000129,曜石黑-小号,星空蓝,小号,296.1,215.05,121.67,6900000000258,active
SKU0000259,P000130,暖杏色-小号,暖杏色,旗舰版,2528.55,1963.5,1382.61,6900000000259,active
SKU0000260,P000130,标准款-旗舰版,曜石黑,基础版,2581.87,1677.76,923.28,6900000000260,active
SKU0000261,P000131,活力橙-基础版,曜石黑,中号,2331.49,1979.97,1152.15,6900000000261,active
SKU0000262,P000131,云朵白-基础版,曜石黑,基础版,2688.89,2091.84,1076.37,6900000000262,active
SKU0000263,P000132,星空蓝-旗舰版,暖杏色,中号,1114.4,856.04,630.2,6900000000263,active
SKU0000264,P000132,标准款-小号,云朵白,升级版,1094.26,873.03,529.12,6900000000264,inactive
SKU0000265,P000133,标准款-小号,云朵白,基础版,3219.21,2521.28,1474.85,6900000000265,active
SKU0000266,P000133,曜石黑-大号,标准款,旗舰版,3419.38,2215.13,1270.72,6900000000266,active
SKU0000267,P000134,曜石黑-大号,暖杏色,升级版,3840.68,3150.8,1900.52,6900000000267,active
SKU0000268,P000134,暖杏色-旗舰版,曜石黑,旗舰版,3614.78,2935.54,2269.34,6900000000268,active
SKU0000269,P000135,暖杏色-升级版,曜石黑,大号,2643.37,1848.56,1366.28,6900000000269,active
